Frame,L0_x,L0_y,L1_x,L1_y,L2_x,L2_y,L3_x,L3_y,L4_x,L4_y,L5_x,L5_y,L6_x,L6_y,L7_x,L7_y,L8_x,L8_y,L9_x,L9_y,L10_x,L10_y,L11_x,L11_y,L12_x,L12_y,L13_x,L13_y,L14_x,L14_y,L15_x,L15_y,L16_x,L16_y,L17_x,L17_y,L18_x,L18_y,L19_x,L19_y,L20_x,L20_y,L21_x,L21_y,L22_x,L22_y,L23_x,L23_y,L24_x,L24_y,L25_x,L25_y,L26_x,L26_y,L27_x,L27_y,L28_x,L28_y,L29_x,L29_y,L30_x,L30_y,L31_x,L31_y,L32_x,L32_y
43,976.53,721.82,961.86,718.31,961.36,718.14,960.84,718.35,959.03,724.55,956.87,728.72,954.41,733.13,956.74,730.98,948.18,752.31,986.16,731.74,982.73,738.86,1029.14,740.82,976.91,836.74,1086.83,778.28,1066.38,877.56,1123.97,819.9,1121.23,852.81,1131.98,836.2,1139.74,851.29,1124.33,840.05,1132.71,845.61,1121.34,835.99,1126.87,846.31,1182.14,873.7,1158.53,930.65,1314.52,836.22,1315.39,889.16,1469.61,875.34,1500.89,886.88,1494.17,889.42,1533.27,905.29,1504.16,807.8,1528.87,818.28
44,976.66,722.26,962.42,718.59,962.27,718.22,962.08,718.36,959.15,725.19,956.91,729.41,954.42,733.82,958.4,730.51,948.23,752.76,986.41,731.85,982.82,739.31,1028.41,739.98,977.12,836.99,1074.56,775.86,1050.25,872.97,1107.91,818.64,1093.39,864.59,1118.33,833.44,1110.06,868.69,1109.35,840.28,1105.76,860.27,1105.83,836.54,1100.58,858.14,1183.97,874.62,1161.14,931.25,1315.2,835.72,1317.87,889.98,1470.7,875.74,1501.79,887.27,1494.24,889.92,1533.19,905.3,1505.08,807.78,1529.19,818.5
45,977.79,722.26,963.56,718.58,963.49,718.18,963.32,718.21,960.07,725.15,957.69,729.33,955.04,733.7,958.79,730.11,948.69,752.31,986.9,731.87,983.18,739.27,1027.76,741.72,977.52,836.15,1068.89,777.88,1052.94,866.49,1085.62,834.61,1072.38,854.74,1091.26,850.62,1073.11,858.84,1081.41,855.42,1066.94,851.92,1081.15,852.35,1064.44,848.36,1184.09,875.28,1162.53,931.09,1315.45,833.95,1321.02,889.51,1470.59,875.25,1502.87,887.36,1493.88,889.88,1533.46,905.26,1504.6,807.04,1529.19,818.22
46,977.89,722.25,963.97,718.54,964.09,718.05,964.09,717.87,960.19,725.11,957.74,729.26,955.06,733.58,959.68,729.01,948.79,751.91,987.08,731.88,983.19,739.27,1027.15,741.54,977.85,834.34,1058.34,783.37,1046.82,845.5,1064.46,849.82,1058.71,848.04,1065.32,869.77,1067.77,855.54,1057.78,870.67,1049.78,846.21,1058.93,865.4,1056.09,844.06,1184.12,875.36,1163.21,930.86,1316.33,832.3,1324.6,888.87,1470.09,875.1,1503.71,887.36,1493.34,889.89,1533.46,905.19,1504.67,807.0,1530.57,817.72
47,978.52,721.26,964.52,718.28,964.52,717.87,964.4,717.73,961.06,724.39,958.72,728.3,956.2,732.3,959.82,729.08,950.79,748.92,987.35,731.62,983.63,738.3,1025.73,742.28,977.9,832.28,1043.53,785.04,1041.68,826.94,1054.78,855.8,1043.56,842.66,1054.3,878.35,1042.96,859.41,1048.13,879.37,1041.22,854.84,1049.04,873.27,1040.68,847.06,1184.23,876.62,1164.11,930.67,1316.95,830.76,1326.46,888.39,1469.87,874.66,1504.14,887.54,1492.93,889.88,1533.32,905.27,1504.55,806.95,1531.32,817.6
48,978.69,718.49,965.12,715.98,965.09,715.83,964.94,715.86,961.62,721.44,959.24,725.15,956.69,728.95,960.04,728.81,951.28,745.99,987.31,729.64,983.62,735.59,1023.29,743.9,978.17,828.95,1034.6,807.86,1034.21,824.96,1035.35,873.07,1034.98,857.6,1035.32,892.74,1027.61,874.66,1028.71,891.88,1029.47,865.46,1031.36,886.44,1034.41,860.46,1184.51,877.7,1164.42,930.54,1316.79,829.65,1326.75,888.15,1468.99,874.14,1504.99,887.59,1492.64,889.84,1533.98,905.15,1504.39,806.93,1531.92,817.58
49,979.84,718.35,966.36,715.27,966.43,715.06,966.37,715.0,962.26,720.93,959.63,724.71,956.9,728.53,961.08,728.5,951.26,745.77,987.97,729.68,984.05,735.65,1022.5,746.07,978.2,829.27,1035.05,810.91,1029.73,829.53,1020.02,873.55,1011.3,862.24,1018.35,889.54,1009.93,873.45,1018.89,885.25,993.99,876.98,1017.67,880.73,1003.16,866.07,1185.5,876.82,1165.58,930.48,1317.56,827.77,1327.01,888.25,1468.92,872.98,1506.06,888.03,1492.34,889.31,1534.09,905.25,1505.39,805.2,1533.38,817.82
50,981.92,718.32,967.57,715.07,967.59,714.89,967.51,714.83,963.28,720.69,960.44,724.5,957.56,728.29,962.04,728.55,951.8,745.79,990.06,729.7,986.2,735.66,1022.47,749.52,978.25,829.27,1040.59,817.72,1029.6,847.95,1003.12,880.34,996.3,876.99,993.78,897.87,983.99,887.04,987.04,893.78,975.02,888.1,998.43,883.76,982.45,881.52,1186.55,877.04,1166.68,930.41,1318.03,825.34,1326.98,888.37,1468.71,872.7,1507.89,888.38,1492.31,889.27,1535.17,905.65,1506.85,804.23,1534.45,817.83
51,982.37,718.35,967.7,715.09,967.85,714.78,967.93,714.58,963.24,721.05,960.43,725.1,957.51,729.11,963.62,728.05,952.13,746.06,990.77,729.72,986.6,736.99,1023.02,748.84,981.8,832.57,1030.8,811.54,1034.41,889.12,978.64,881.47,988.6,898.82,967.07,900.57,973.78,905.11,961.36,897.88,966.85,902.0,967.19,890.95,973.65,897.74,1189.53,877.03,1168.53,930.32,1318.87,823.68,1326.91,888.74,1468.56,872.54,1508.02,888.59,1493.38,889.25,1535.41,905.81,1507.69,803.86,1534.89,818.3
52,981.12,721.13,966.58,715.95,967.21,715.02,967.64,714.61,961.05,724.27,958.06,728.88,955.23,732.95,963.93,727.68,952.1,748.08,990.64,731.93,985.72,741.91,1024.13,747.67,984.18,835.62,1019.04,808.79,1036.06,901.82,965.88,881.3,973.64,902.4,952.46,901.31,959.08,906.36,945.6,899.38,951.66,904.65,952.7,891.89,959.25,900.88,1192.35,876.69,1170.34,930.25,1319.28,822.51,1326.94,889.59,1467.09,872.78,1508.08,888.68,1493.35,889.91,1535.53,905.77,1507.5,803.71,1534.78,818.31
53,978.24,723.89,964.96,717.25,966.02,715.69,966.85,714.8,958.38,726.92,955.18,731.49,952.02,735.65,963.85,727.6,950.38,750.11,988.81,733.22,982.95,744.31,1024.21,747.59,983.87,836.04,1021.38,800.2,1035.61,902.54,967.42,874.82,960.64,903.03,950.86,900.69,935.32,907.41,940.21,891.73,927.35,905.4,948.47,875.64,938.19,902.68,1193.81,875.83,1170.98,930.2,1319.2,822.02,1326.6,891.25,1465.61,872.76,1508.14,888.71,1491.81,889.81,1535.48,905.78,1506.95,803.71,1534.11,818.32
54,973.91,728.09,961.88,720.3,963.38,717.72,964.66,715.82,954.87,731.61,952.09,735.79,949.38,739.44,963.78,727.63,950.32,751.51,986.43,735.09,979.05,747.81,1024.37,745.13,984.12,836.66,1009.28,792.6,1024.91,907.78,948.83,858.14,948.75,899.71,935.15,892.41,923.13,905.94,929.51,887.34,915.14,903.17,939.76,874.81,926.63,899.8,1194.22,874.68,1170.94,929.93,1319.31,821.05,1325.82,892.36,1464.85,872.91,1508.15,888.66,1490.93,889.84,1535.59,905.43,1506.23,803.95,1533.83,818.16
55,963.17,753.83,954.64,740.05,956.53,736.33,958.49,732.28,950.3,747.19,949.19,748.54,947.88,749.75,964.0,731.29,951.65,753.82,981.12,752.03,975.06,761.16,1025.36,745.21,990.82,836.47,993.65,806.9,1008.19,905.86,935.12,881.49,941.41,900.45,918.56,901.08,920.25,904.88,913.35,897.64,911.45,903.76,922.53,891.46,924.63,899.42,1194.45,874.71,1170.86,929.88,1319.25,820.75,1322.82,893.55,1464.25,873.12,1508.42,888.64,1490.51,889.83,1536.16,905.17,1505.49,804.58,1533.39,817.65
56,957.71,764.37,950.06,749.11,951.92,745.38,953.83,741.26,946.68,755.18,946.25,755.83,945.68,756.38,963.96,733.99,952.24,755.27,977.11,761.55,971.85,770.43,1026.28,745.12,995.7,837.2,992.57,812.05,1001.76,909.56,921.23,888.34,918.68,902.91,901.94,903.3,894.21,905.96,900.06,898.67,890.9,903.05,906.82,895.75,900.4,901.92,1194.72,874.73,1170.84,929.88,1319.22,820.43,1321.68,894.72,1464.13,873.12,1508.65,888.55,1490.48,889.62,1536.67,904.74,1504.35,804.57,1532.2,817.04
57,954.94,767.26,947.69,751.49,949.56,747.81,951.46,743.82,944.29,757.65,943.91,758.4,943.5,759.02,963.71,735.21,952.22,756.09,973.78,765.12,968.66,774.16,1026.34,744.13,995.71,839.61,993.09,810.13,995.51,915.15,929.9,883.54,914.35,901.85,913.93,898.08,896.15,902.31,912.63,894.93,894.77,900.35,919.5,891.01,901.25,897.48,1196.08,873.64,1171.37,929.81,1319.71,819.44,1321.7,895.26,1463.42,872.98,1508.74,888.52,1490.54,889.53,1536.88,904.38,1503.97,804.57,1531.23,817.03
58,954.83,765.95,947.38,750.37,949.17,747.01,950.96,743.4,943.98,756.14,943.54,756.89,943.06,757.6,963.57,736.08,952.4,755.88,972.57,764.24,967.79,772.83,1026.48,742.37,994.79,840.07,993.16,809.14,988.01,914.96,926.28,880.96,908.34,901.4,907.41,896.22,891.11,901.65,909.5,892.96,890.87,898.43,915.12,889.35,898.25,896.21,1197.29,872.07,1171.39,929.66,1320.25,818.65,1321.59,895.68,1463.34,872.88,1508.69,888.21,1490.24,888.78,1536.86,903.05,1503.93,804.12,1531.12,816.47
59,954.74,766.14,947.49,750.36,949.23,747.04,950.96,743.55,944.2,756.11,943.76,756.8,943.26,757.49,963.53,737.07,952.97,755.8,972.58,764.13,968.12,772.75,1026.56,741.88,994.56,841.91,988.63,808.36,980.92,917.13,921.55,879.87,905.99,901.1,904.89,895.26,894.17,900.54,907.8,891.8,894.03,897.01,913.02,888.47,899.23,895.4,1198.51,871.07,1172.12,929.62,1320.74,817.53,1322.25,895.85,1463.16,872.93,1508.66,888.12,1489.36,888.71,1536.85,902.83,1503.67,804.38,1531.12,816.15
60,954.58,767.01,947.3,751.06,949.02,747.65,950.72,744.12,944.01,757.05,943.56,757.77,943.01,758.45,963.51,737.68,953.01,755.93,972.26,764.83,967.96,773.52,1026.61,741.33,994.21,843.24,983.98,808.0,978.4,919.32,918.1,878.64,901.23,899.91,903.63,894.95,889.67,896.69,905.55,890.57,889.74,891.66,912.39,888.3,894.62,894.07,1199.23,870.51,1172.38,929.71,1321.32,816.51,1322.16,895.72,1463.15,872.84,1508.33,888.19,1489.12,888.51,1536.58,902.99,1503.67,804.16,1530.96,815.92
61,955.26,764.5,947.71,749.36,949.39,746.07,951.04,742.65,944.38,755.63,943.85,756.63,943.23,757.55,963.49,737.61,953.02,756.01,972.61,763.01,968.34,771.8,1026.59,741.27,993.48,843.78,982.73,807.94,983.06,924.21,918.03,877.93,901.63,899.44,903.47,893.59,888.51,894.62,904.92,888.52,888.46,889.36,912.01,886.7,893.82,893.45,1199.26,870.39,1172.46,930.1,1321.3,815.31,1322.23,895.58,1463.03,872.87,1508.08,888.2,1488.71,888.44,1536.55,903.0,1503.59,803.92,1530.62,815.03
62,955.82,762.64,948.09,748.28,949.74,745.19,951.34,742.01,944.57,754.46,943.94,755.62,943.22,756.7,963.35,737.44,952.79,756.03,972.93,762.76,968.63,771.02,1026.57,741.17,992.8,843.72,982.38,808.48,985.66,926.57,919.39,878.12,903.31,899.46,902.2,893.65,889.67,894.19,903.54,889.08,889.43,888.68,911.28,886.47,894.87,893.25,1199.03,870.39,1172.46,930.19,1321.38,814.16,1322.33,895.48,1462.88,872.9,1507.93,888.25,1488.28,888.52,1536.53,903.05,1503.36,803.92,1530.61,814.76
63,956.31,761.27,948.3,747.32,949.84,744.3,951.45,741.3,944.83,753.77,944.12,755.13,943.31,756.46,963.46,736.99,952.67,756.41,973.21,762.04,968.84,770.01,1026.67,740.55,992.53,843.5,982.75,808.33,987.27,927.85,918.69,877.95,904.12,899.31,900.66,893.61,890.52,894.12,901.63,889.49,890.29,888.57,909.58,886.37,896.66,892.73,1198.87,870.32,1172.4,930.21,1322.17,813.2,1322.67,895.44,1463.04,873.1,1507.93,888.24,1488.4,888.92,1537.02,903.06,1503.2,803.98,1530.48,814.15
64,956.63,760.45,948.42,746.71,950.17,743.7,952.02,740.8,944.99,753.29,944.26,754.76,943.4,756.18,964.18,735.99,952.68,756.42,973.42,761.39,968.97,769.35,1027.91,739.88,992.44,843.33,983.47,808.2,987.35,928.51,916.93,877.96,903.28,899.33,898.32,893.38,889.87,894.04,899.81,889.35,889.29,888.53,907.62,886.21,895.98,892.37,1198.74,870.36,1172.39,930.21,1322.33,811.0,1324.26,895.16,1463.18,873.16,1508.07,888.18,1488.41,888.97,1537.74,903.06,1503.22,804.0,1530.48,813.6
65,956.66,759.92,948.66,746.31,950.38,743.28,952.17,740.3,945.14,752.94,944.37,754.45,943.47,755.91,964.31,735.94,953.11,756.37,973.5,760.88,969.05,768.98,1028.89,739.92,992.5,843.22,982.04,808.7,984.02,926.21,916.11,878.24,902.55,899.32,896.76,893.23,889.54,894.01,899.99,889.16,888.98,888.51,908.28,885.89,895.64,892.11,1198.18,871.79,1172.56,930.27,1321.96,809.2,1324.24,892.89,1463.05,873.19,1508.35,888.13,1488.12,888.99,1538.43,903.07,1503.01,804.0,1530.42,812.91
66,957.81,757.78,950.73,744.38,952.79,740.93,954.92,737.37,946.48,752.18,945.52,754.05,944.45,755.76,966.69,734.35,953.68,756.35,974.76,757.85,970.03,766.89,1029.6,739.94,992.76,843.12,982.84,806.31,984.56,926.22,919.66,873.48,905.54,899.72,900.64,889.65,891.7,895.25,902.44,885.45,890.59,889.62,910.53,882.54,897.25,892.42,1196.71,873.52,1172.59,930.38,1321.18,808.62,1324.17,890.09,1462.55,872.73,1508.47,888.17,1487.67,888.67,1538.51,903.44,1503.0,803.7,1530.49,812.7
67,958.62,757.77,951.62,744.76,953.78,741.23,956.03,737.55,947.57,752.32,946.84,754.08,946.03,755.7,968.52,734.19,955.82,756.33,976.45,757.71,971.92,766.77,1031.96,740.36,994.28,842.7,984.37,806.08,985.63,925.53,921.54,873.51,907.11,899.6,902.85,889.41,892.68,895.17,904.55,885.55,891.46,889.61,912.43,882.52,898.17,892.3,1195.48,875.31,1172.62,930.4,1320.55,808.15,1322.99,887.28,1461.94,872.19,1507.81,888.2,1487.7,888.66,1538.3,903.78,1503.05,803.63,1530.58,812.43
68,961.25,757.67,954.7,744.63,957.04,740.99,959.46,737.12,950.32,752.22,949.56,753.97,948.75,755.59,971.5,733.43,958.84,756.13,978.97,757.63,973.76,766.68,1034.29,740.87,996.52,840.75,994.67,802.42,986.66,922.3,927.98,871.86,910.48,899.83,909.12,888.27,896.47,895.62,909.65,884.77,897.65,889.86,917.93,881.36,904.42,892.22,1194.7,876.84,1172.96,930.4,1320.19,808.35,1322.93,882.1,1461.58,870.79,1507.79,888.2,1487.28,887.85,1538.12,903.92,1503.49,802.29,1532.36,812.42
69,966.83,749.56,960.11,737.14,962.49,733.61,964.82,729.95,954.97,745.95,953.85,748.5,952.6,751.06,974.3,730.29,962.03,754.2,984.5,749.99,978.95,760.71,1037.52,742.3,998.86,834.26,997.3,802.52,990.73,916.24,930.07,872.66,914.36,899.77,911.77,888.37,897.16,897.59,910.97,885.16,897.6,894.3,919.71,881.71,904.92,894.04,1194.7,878.23,1174.49,929.87,1319.2,809.33,1323.38,873.51,1460.92,869.31,1507.79,887.69,1484.71,887.38,1537.35,903.98,1503.65,801.46,1533.84,811.1
70,970.33,741.2,968.42,731.07,970.26,728.43,971.99,725.76,963.96,739.35,962.73,742.46,961.48,745.25,978.17,729.8,967.16,752.43,993.04,744.12,987.93,753.72,1041.33,751.13,1004.51,829.47,997.4,809.69,987.7,881.99,936.54,873.79,927.47,895.88,912.28,890.93,898.34,897.09,911.01,887.9,898.02,894.01,919.9,883.45,907.74,893.89,1194.65,882.9,1176.12,927.14,1317.3,812.85,1325.39,865.05,1460.77,868.97,1507.17,887.06,1483.38,887.3,1536.21,904.47,1503.22,801.48,1534.03,810.75
71,982.33,732.39,973.69,726.12,974.98,724.19,976.08,722.23,968.86,734.53,966.86,738.44,964.78,742.15,979.13,729.23,967.23,752.41,997.69,739.75,992.67,748.91,1042.86,755.35,1003.44,830.51,1014.83,809.36,1016.74,891.08,952.92,866.78,944.74,887.14,932.16,880.19,917.5,891.38,925.63,877.23,914.22,888.38,933.46,872.76,924.3,884.66,1194.63,883.24,1176.71,926.5,1314.71,820.02,1325.72,860.34,1460.76,868.87,1506.19,886.17,1482.95,887.3,1534.19,904.47,1502.48,801.79,1533.58,810.42
72,993.06,726.15,979.13,722.64,979.65,721.5,979.94,720.24,974.91,730.29,972.54,734.68,969.99,738.95,979.6,729.3,968.48,752.41,1004.32,735.34,1000.63,743.78,1042.39,757.76,1002.7,830.83,1044.01,805.17,1039.99,881.33,975.63,857.55,970.96,868.44,955.84,874.5,948.76,872.04,946.98,871.8,943.06,874.91,957.0,864.54,953.01,869.98,1192.41,884.37,1176.81,925.84,1312.41,827.54,1325.25,858.07,1460.52,868.5,1505.92,886.13,1482.34,887.27,1533.18,904.7,1502.32,801.61,1533.99,810.42
73,995.79,721.92,980.93,719.07,981.1,718.53,981.0,717.97,977.48,725.52,975.2,729.76,972.54,734.2,979.69,729.33,969.38,751.76,1006.13,731.55,1004.35,738.39,1033.25,772.51,1003.71,815.58,1044.81,803.95,1052.21,838.1,1007.21,831.2,992.3,828.79,995.22,843.64,975.79,831.69,1001.29,833.11,976.55,832.9,1003.53,830.58,982.15,830.51,1185.82,887.42,1176.54,924.58,1311.4,832.15,1325.69,856.55,1457.71,868.5,1505.61,886.13,1478.12,887.6,1531.8,905.49,1499.83,801.63,1534.02,810.66
74,993.26,726.7,980.19,721.56,980.71,720.35,980.98,719.06,976.34,726.66,974.25,734.31,971.9,741.34,980.5,729.35,968.86,760.76,1005.28,733.82,1002.01,740.96,1032.69,764.63,1003.33,823.84,1051.95,757.59,1087.08,862.46,1029.46,772.22,1040.22,812.23,1028.36,773.91,1030.51,795.41,1026.16,777.47,1018.76,796.55,1026.6,781.25,1022.23,801.94,1184.69,886.58,1170.65,924.71,1311.75,838.45,1325.2,859.8,1460.07,868.38,1504.23,886.04,1483.1,887.69,1529.79,905.57,1501.19,801.67,1534.79,811.05
75,994.28,724.97,980.36,721.23,980.3,720.24,980.09,719.22,977.42,727.57,975.27,733.55,972.94,739.42,979.32,730.9,968.67,760.1,1003.86,733.28,1001.22,741.73,1022.6,762.32,1002.99,826.31,1080.38,769.8,1100.67,861.94,1078.99,774.38,1078.74,793.73,1073.2,761.73,1074.2,776.21,1068.13,760.54,1064.75,776.16,1065.6,768.31,1066.12,781.93,1179.96,886.21,1168.39,924.64,1311.88,840.09,1323.81,858.56,1459.45,867.91,1502.46,885.48,1482.59,887.65,1526.72,905.51,1501.03,801.65,1534.89,811.65
76,992.52,726.94,978.97,721.73,979.04,721.05,979.27,721.21,976.07,728.89,974.05,734.38,971.84,739.83,974.63,737.09,968.5,760.27,1002.54,733.81,999.62,742.91,1013.55,767.22,1003.2,827.36,1080.94,754.5,1108.35,843.6,1109.04,737.76,1120.75,761.9,1106.43,729.64,1117.79,745.79,1102.1,733.52,1107.69,747.07,1104.9,740.41,1108.6,752.58,1173.41,885.8,1167.08,922.19,1312.08,839.99,1323.79,856.52,1459.4,867.03,1500.67,884.43,1482.47,886.84,1523.85,905.46,1501.17,801.66,1535.25,813.24
77,992.13,728.95,977.02,725.85,976.63,725.27,976.23,725.24,974.18,733.17,971.73,738.78,969.18,744.2,970.22,740.26,963.6,764.25,1000.91,737.34,998.22,746.9,1008.56,766.86,1002.91,826.08,1078.1,744.64,1110.13,828.2,1129.62,724.71,1140.3,766.82,1137.39,716.59,1149.84,740.77,1137.46,718.1,1144.09,741.03,1135.11,724.2,1139.82,749.03,1163.18,880.9,1163.18,919.7,1308.3,841.27,1318.4,857.56,1458.17,865.66,1493.2,882.28,1480.81,885.19,1515.78,903.12,1500.77,801.67,1534.01,814.09
78,991.23,731.15,974.73,728.95,973.84,728.89,972.85,729.11,972.23,734.74,969.56,739.8,966.76,744.88,965.08,745.83,959.61,765.05,997.72,742.54,995.6,750.89,1003.78,776.88,1001.31,825.07,1077.58,747.5,1105.05,820.94,1145.3,718.06,1159.02,736.38,1164.63,705.91,1175.96,718.9,1164.44,708.38,1170.21,715.19,1158.66,714.31,1162.66,722.54,1161.57,880.74,1163.88,917.44,1305.64,840.98,1318.78,854.61,1455.81,865.21,1491.39,880.27,1477.34,884.38,1511.78,901.29,1496.38,801.7,1532.63,814.65
79,990.88,738.34,973.94,734.08,972.6,734.45,971.15,734.87,971.99,737.73,969.21,741.44,966.27,745.52,960.52,751.98,957.0,764.77,994.62,752.3,993.08,758.27,995.52,791.83,998.3,825.56,1079.26,755.76,1106.45,811.2,1160.44,718.69,1175.69,728.82,1174.33,708.92,1195.58,712.74,1176.71,708.25,1190.42,709.85,1171.92,713.12,1184.05,715.26,1160.55,880.75,1164.31,914.94,1302.72,843.54,1315.75,854.73,1453.81,865.2,1486.56,878.98,1474.31,884.41,1506.37,900.81,1494.45,803.5,1530.68,817.62
80,984.57,744.68,969.61,739.74,968.01,740.51,966.36,741.21,968.9,740.81,966.56,742.98,963.98,745.85,954.35,757.16,952.27,764.32,986.24,758.99,985.41,761.68,987.9,812.99,980.92,819.2,1078.84,802.81,1095.49,801.03,1159.1,735.07,1154.48,740.47,1175.97,721.83,1176.12,723.95,1177.77,716.76,1170.71,719.58,1172.57,722.67,1162.21,728.76,1158.04,887.44,1161.34,909.43,1297.16,851.2,1309.95,854.1,1452.07,867.57,1479.21,877.89,1472.45,885.91,1497.66,900.29,1494.81,811.45,1529.1,819.81
81,982.52,747.93,968.31,742.92,966.7,743.8,965.08,744.62,968.29,742.62,966.26,743.82,963.91,745.94,953.53,758.91,952.66,763.99,983.65,761.48,982.98,762.58,970.95,824.25,973.91,812.72,1071.73,849.29,1085.08,804.43,1129.72,812.69,1146.2,752.33,1148.7,804.9,1166.97,738.88,1146.76,794.78,1164.25,734.61,1140.44,797.63,1156.07,741.44,1152.25,895.32,1155.8,898.81,1295.89,859.77,1306.32,852.33,1452.42,869.04,1474.8,875.17,1473.08,887.04,1494.24,897.44,1495.04,814.79,1527.37,819.88
82,981.55,748.59,967.51,742.83,965.68,743.71,963.77,744.57,968.26,742.43,966.29,743.11,964.35,743.7,951.49,758.09,953.3,758.91,982.31,761.21,982.83,761.74,946.29,842.97,990.41,793.24,1035.87,862.07,1096.26,793.01,1115.1,848.11,1150.4,756.46,1127.01,849.14,1169.89,723.79,1129.67,841.4,1157.47,723.37,1134.18,839.29,1149.73,733.06,1149.02,914.03,1157.37,870.63,1297.46,885.71,1308.23,842.06,1453.99,878.65,1475.35,865.17,1475.92,892.72,1493.59,882.77,1487.47,838.59,1523.97,816.86
83,981.55,748.08,967.31,742.28,965.32,743.14,963.21,744.0,968.31,742.29,966.71,742.17,965.35,742.03,950.99,756.81,953.74,755.23,982.9,759.68,983.37,761.3,937.86,849.31,997.9,782.28,1023.84,858.26,1106.74,794.61,1067.1,825.7,1116.67,762.68,1078.83,820.6,1111.02,730.61,1073.71,814.02,1090.35,744.19,1071.7,814.6,1089.35,752.49,1150.45,914.94,1159.48,858.28,1298.43,891.01,1309.13,837.22,1454.81,880.78,1472.48,856.85,1477.95,893.94,1491.47,872.92,1483.5,842.35,1518.93,810.92
84,974.29,749.06,960.68,743.29,958.04,744.55,955.07,745.99,964.2,742.2,963.9,742.06,963.54,741.6,943.52,759.11,954.04,752.21,974.39,760.12,978.46,760.82,935.13,853.99,999.3,779.95,991.06,860.97,1082.09,789.84,997.13,830.74,998.45,777.88,995.65,825.33,994.93,758.62,992.49,819.52,974.51,779.7,994.77,818.79,979.29,780.71,1151.76,912.55,1159.85,851.08,1298.96,892.79,1308.54,833.2,1456.72,880.18,1470.72,851.89,1480.04,893.64,1490.01,865.51,1484.5,846.99,1520.26,811.19
85,961.99,752.12,949.88,747.15,946.83,748.93,943.6,750.91,955.55,743.65,956.52,742.68,957.39,741.63,934.53,762.97,952.57,750.44,962.38,762.65,968.57,761.07,932.98,860.6,1001.32,775.7,973.03,878.24,1052.9,794.09,969.91,851.69,983.09,792.35,965.98,848.28,968.46,784.64,964.82,840.54,955.52,798.29,968.31,838.8,959.98,802.58,1153.41,912.79,1163.08,849.1,1299.25,897.15,1308.04,830.93,1454.53,881.0,1468.87,846.89,1477.9,893.31,1486.4,861.62,1480.17,856.7,1519.45,810.36
86,956.07,751.48,945.11,746.83,942.2,748.65,939.22,750.62,950.51,743.5,951.5,742.46,952.41,741.21,931.42,762.65,949.65,748.8,956.96,762.12,963.11,761.03,930.9,868.39,1001.41,769.81,987.17,909.84,1043.99,800.03,980.96,870.85,979.86,798.06,978.38,860.58,965.5,791.82,978.16,848.5,953.33,802.38,980.8,849.44,957.14,807.52,1154.33,911.67,1166.19,843.81,1299.86,899.64,1308.08,830.96,1454.44,884.89,1465.51,841.1,1477.91,893.06,1485.27,853.67,1479.08,858.16,1514.39,810.96
87,952.18,751.07,941.14,746.87,938.39,748.69,935.64,750.57,946.45,743.38,947.41,742.3,948.3,740.85,928.82,761.93,946.3,746.92,952.78,761.53,958.93,760.43,928.75,869.94,1001.36,765.19,989.57,923.92,1048.14,802.88,988.41,874.62,995.92,810.6,991.25,865.22,984.2,808.28,991.25,852.37,973.41,815.66,993.41,854.86,976.37,819.66,1154.6,911.13,1167.36,839.31,1302.19,898.01,1306.57,828.55,1454.48,888.22,1463.75,830.77,1477.97,892.87,1484.51,844.02,1474.55,880.65,1509.09,809.43
